date,neutral_count,positive_count,negative_count,total,neutral_count_pct,positive_count_pct,negative_count_pct
2020-04-10,4068,10441,4489,18998,21.412780292662386,54.95841667543952,23.628803031898094
2020-04-11,5001,10936,4465,20402,24.512302715420056,53.60258798157044,21.885109303009507
2020-04-12,3979,9424,4362,17765,22.39797354348438,53.048128342245995,24.553898114269632
2020-04-13,4736,10419,4384,19539,24.23870208301346,53.32412098879165,22.437176928194894
2020-04-14,7192,14354,6335,27881,25.795344499838603,51.48308884186363,22.721566658297764
2020-04-15,4343,8624,3963,16930,25.65268753691672,50.939161252215,23.40815121086828
2020-04-16,5012,12346,5604,22962,21.827366954098075,53.767093458757955,24.405539587143977
2020-04-17,4130,9549,4512,18191,22.70353471496894,52.49299103952504,24.803474245506017
2020-04-18,3291,8722,3726,15739,20.909841794269013,55.4164813520554,23.67367685367558
2020-04-19,3738,8858,4120,16716,22.36180904522613,52.99114620722661,24.647044747547262
2020-04-20,3623,8594,3995,16212,22.347643720700717,53.01011596348384,24.642240315815446
2020-04-21,4105,10052,4926,19083,21.511292773672903,52.67515589791961,25.813551328407485
2020-04-22,3536,9091,3824,16451,21.49413409519178,55.261078353899464,23.24478755090876
2020-04-23,3366,8703,3727,15796,21.309192200557103,55.09622689288427,23.594580906558623
2020-04-24,3550,9437,3738,16725,21.225710014947683,56.42451420029896,22.349775784753366
2020-04-25,3727,9492,3995,17214,21.650981759033343,55.141164168699895,23.20785407226676
2020-04-26,3495,9623,3968,17086,20.455343556127826,56.32096453236568,23.223691911506496
2020-04-27,4258,9523,4093,17874,23.82231173771959,53.27850509119392,22.899183171086495
2020-04-28,3757,8651,3830,16238,23.137085848010837,53.27626554994458,23.586648602044587
2020-04-29,3172,7628,3322,14122,22.461407732615776,54.01501203795497,23.523580229429257
2020-04-30,3119,7321,3228,13668,22.81972490488733,53.56306701785192,23.617208077260756
